user_id,date,product_category,price,delivery_id,location,age,gender,past_buying_history
22215,6/22/23,LOTION,19.1,25873,Florida,20-29,F,CHIPS
6425,6/16/23,FACEWASH,9.99,24907,New Jersey,30-39,F,BODY WASH
23330,7/2/23,FACEWASH,7.79,27334,Indiana,40-49,F,MILK
27815,8/11/23,LOTION,17.94,33365,Florida,20-29,F,CHIPS
28386,8/16/23,LOTION,17.26,34121,Florida,20-29,F,CHIPS
27666,8/10/23,FACEWASH,8.49,33175,Florida,20-29,F,CHIPS
27419,8/7/23,CREAM,23.39,32847,Florida,20-29,F,CHIPS
4182,9/12/23,LOTION,19.09,38165,New Jersey,30-39,F,BODY WASH
18975,8/17/23,CREAM,21.38,34340,Florida,20-29,F,CHIPS
20816,6/10/23,LOTION,18.18,24065,Florida,20-29,F,CHIPS
20530,6/7/23,CREAM,21.14,23698,Texas,40-49,F,PACKAGED FOODS
27489,8/8/23,LOTION,15.79,32941,Florida,20-29,F,CHIPS
23144,6/30/23,LOTION,14.99,27084,Florida,20-29,F,CHIPS
15300,4/25/23,FACEWASH,8.0,17136,Indiana,40-49,F,MILK
28807,8/20/23,LOTION,25.38,34706,Florida,20-29,F,CHIPS
508,2/3/23,CREAM,60.94,5051,Florida,20-29,F,CHIPS
21016,9/2/23,FACEWASH,7.99,36638,New Jersey,30-39,F,BODY WASH
27100,8/5/23,FACEWASH,11.43,32409,Florida,20-29,F,CHIPS
24296,7/10/23,CREAM,24.38,28624,Indiana,40-49,F,MILK
32624,9/23/23,CREAM,27.87,39864,New Jersey,30-39,F,BODY WASH
31574,9/14/23,FACEWASH,8.49,38417,New Jersey,30-39,F,BODY WASH
22729,6/26/23,CREAM,24.02,26527,Indiana,40-49,F,MILK
24939,7/16/23,LOTION,19.9,29464,Florida,20-29,F,CHIPS
25586,7/22/23,LOTION,19.5,30359,Florida,20-29,F,CHIPS
1631,1/29/23,FACEWASH,7.99,4240,Florida,20-29,F,CHIPS
29520,8/26/23,CREAM,37.3,35655,New Jersey,30-39,F,BODY WASH
13067,4/7/23,FACEWASH,9.79,14415,Florida,20-29,F,CHIPS
25808,8/19/23,LOTION,27.06,34557,Florida,20-29,F,CHIPS
5901,2/11/23,FACEWASH,8.49,6188,New Jersey,30-39,F,BODY WASH
2798,1/20/23,FACEWASH,7.75,2882,Florida,20-29,F,CHIPS
30549,9/4/23,CREAM,23.97,37024,New Jersey,30-39,F,BODY WASH
23469,7/3/23,LOTION,17.99,27521,Indiana,40-49,F,MILK
761,2/12/23,FACEWASH,18.98,6304,Florida,20-29,F,CHIPS
32728,9/24/23,CREAM,46.78,40006,New Jersey,30-39,F,BODY WASH
26079,7/26/23,CREAM,23.88,31033,Florida,20-29,F,CHIPS
8315,4/24/23,FACEWASH,9.49,16970,Florida,20-29,F,CHIPS
25965,7/25/23,CREAM,21.38,30882,Florida,20-29,F,CHIPS
28159,8/14/23,LOTION,14.98,33840,Florida,20-29,F,CHIPS
31428,9/12/23,CREAM,24.87,38226,New Jersey,30-39,F,CONDITIONER
16644,8/21/23,FACEWASH,7.75,34839,Florida,20-29,F,CHIPS
30016,8/31/23,FACEWASH,7.09,36333,Florida,20-29,F,CHIPS
25221,7/18/23,CREAM,19.77,29849,Florida,20-29,M,CHIPS
9237,8/9/23,FACEWASH,8.49,33031,Florida,20-29,F,CHIPS
7908,6/1/23,FACEWASH,7.89,22694,Indiana,40-49,F,MILK
18586,6/20/23,CREAM,34.26,25608,Florida,20-29,F,CLEANERS
25603,7/22/23,LOTION,15.99,30380,Florida,20-29,F,CHIPS
24596,7/13/23,LOTION,20.29,29005,Florida,20-29,F,CHIPS
32648,9/23/23,CREAM,23.39,39894,New Jersey,30-39,F,CONDITIONER
19213,9/22/23,CREAM,22.89,39748,Florida,20-29,F,CHIPS
2935,1/21/23,FACEWASH,8.99,3026,New Jersey,30-39,F,BODY WASH
26161,7/27/23,LOTION,17.1,31144,Florida,20-29,F,CHIPS
27621,8/9/23,CREAM,24.87,33118,Florida,20-29,F,CHIPS
25959,7/25/23,CREAM,22.38,30875,Florida,20-29,F,CHIPS
32097,9/18/23,CREAM,24.75,39130,New Jersey,30-39,F,CONDITIONER
21110,6/12/23,CREAM,22.99,24432,Indiana,40-49,F,PACKAGED FOODS
29335,8/24/23,CREAM,21.14,35396,Florida,20-29,F,CHIPS
29947,8/30/23,LOTION,16.03,36247,Florida,20-29,F,CHIPS
24931,7/16/23,LOTION,41.58,29452,Florida,20-29,F,CHIPS
17845,9/6/23,LOTION,19.09,37267,Florida,20-29,F,CHIPS
32304,9/20/23,CREAM,24.87,39421,New Jersey,30-39,F,TEETH WHITENING
5070,6/8/23,FACEWASH,8.49,23730,New Jersey,30-39,F,BODY WASH
31167,9/10/23,LOTION,19.99,37861,New Jersey,30-39,F,BODY WASH
23855,7/6/23,CREAM,31.58,28009,Florida,20-29,F,DISH SOAP
5331,8/3/23,FACEWASH,10.99,32109,New Jersey,30-39,F,BODY WASH
31307,9/11/23,CREAM,36.54,38061,New Jersey,30-39,F,BODY WASH
29356,8/25/23,FACEWASH,7.75,35436,Florida,20-29,F,CHIPS
26541,7/31/23,FACEWASH,9.59,31661,Florida,20-29,F,CHIPS
23258,7/1/23,LOTION,17.1,27236,Indiana,40-49,F,MILK
23566,7/4/23,FACEWASH,6.61,27639,Indiana,40-49,M,MILK
27078,8/4/23,CREAM,24.87,32381,Florida,20-29,F,CHIPS
22300,9/5/23,FACEWASH,8.09,37080,Florida,20-29,F,CHIPS
27717,8/10/23,LOTION,13.99,33237,Florida,20-29,F,CHIPS
31807,9/16/23,FACEWASH,7.29,38747,Florida,20-29,F,CHIPS
30024,8/31/23,FACEWASH,6.79,36343,Florida,20-29,M,CHIPS
33259,9/29/23,LOTION,17.48,40749,New Jersey,30-39,F,BODY WASH
23524,7/3/23,CREAM,22.89,27586,Georgia,40-49,F,PACKAGED FOODS
31908,9/17/23,FACEWASH,9.49,38872,New Jersey,30-39,F,BODY WASH
25792,7/24/23,FACEWASH,8.29,30633,New Jersey,30-39,F,BODY WASH
22041,6/20/23,CREAM,22.36,25631,Georgia,40-49,F,MILK
12238,3/31/23,LOTION,17.69,13417,New Jersey,30-39,F,BODY WASH
26245,7/28/23,LOTION,17.9,31270,Florida,20-29,F,CHIPS
22643,6/26/23,FACEWASH,8.49,26421,Indiana,40-49,F,MILK
21022,6/12/23,FACEWASH,9.49,24312,Florida,20-29,F,CHIPS
26502,7/30/23,CREAM,24.38,31612,Florida,20-29,F,CHIPS
24595,9/13/23,LOTION,15.99,38332,New Jersey,30-39,F,BODY WASH
17825,7/8/23,FACEWASH,8.49,28229,Florida,20-29,F,CHIPS
33081,9/28/23,FACEWASH,15.98,40503,New Jersey,30-39,F,BODY WASH
23406,7/2/23,CREAM,22.38,27431,Texas,40-49,F,MILK
31553,9/13/23,CREAM,24.87,38386,New Jersey,30-39,F,CONDITIONER
16973,5/8/23,CREAM,21.38,19189,Texas,40-49,F,PACKAGED FOODS
21616,6/17/23,FACEWASH,8.41,25080,Florida,20-29,F,CHIPS
28230,8/15/23,FACEWASH,8.49,33924,Florida,20-29,F,CHIPS
31470,9/13/23,FACEWASH,8.49,38281,New Jersey,30-39,F,BODY WASH
26508,7/30/23,CREAM,22.99,31619,Florida,20-29,F,CHIPS
9780,3/12/23,FACEWASH,8.49,10530,Indiana,40-49,F,MILK
20255,6/5/23,LOTION,14.99,23341,Florida,20-29,F,CHIPS
2346,9/20/23,FACEWASH,21.27,39302,New Jersey,30-39,F,BODY WASH
32202,9/19/23,CREAM,24.87,39278,New Jersey,30-39,F,TEETH WHITENING
25394,7/20/23,LOTION,14.99,30098,Florida,20-29,F,CHIPS
30152,9/1/23,LOTION,21.18,36509,New Jersey,30-39,F,BODY WASH
30323,9/2/23,CREAM,23.39,36735,New Jersey,30-39,F,CONDITIONER
25889,7/25/23,FACEWASH,8.49,30772,Florida,20-29,F,CHIPS
5461,8/8/23,FACEWASH,7.99,32890,Indiana,40-49,F,MILK
30893,9/7/23,CREAM,23.39,37495,New Jersey,30-39,F,TOOTHPASTE
2612,3/31/23,CREAM,22.99,13490,Florida,20-29,F,CHIPS
25344,7/20/23,FACEWASH,8.18,30028,Florida,20-29,F,CHIPS
30800,9/7/23,FACEWASH,7.99,37377,New Jersey,30-39,F,BODY WASH
28765,8/19/23,CREAM,22.47,34636,Florida,20-29,F,CHIPS
26985,8/4/23,FACEWASH,13.78,32260,New Jersey,30-39,F,BODY WASH
25080,7/17/23,CREAM,38.58,29652,Florida,20-29,F,CHIPS
31271,9/11/23,LOTION,18.19,38015,New Jersey,30-39,F,BODY WASH
15197,4/24/23,LOTION,19.39,17014,Florida,20-29,F,CHIPS
21336,6/14/23,CREAM,25.39,24712,Florida,20-29,F,CHIPS
21431,6/15/23,LOTION,17.69,24831,Indiana,40-49,F,MILK
24942,7/16/23,LOTION,19.18,29469,Florida,20-29,F,CHIPS
24384,7/11/23,LOTION,15.99,28734,Georgia,40-49,F,FROZEN MEAL
32787,9/25/23,FACEWASH,8.31,40090,New Jersey,30-39,F,BODY WASH
906,6/15/23,FACEWASH,7.75,24791,Texas,40-49,F,MILK
29264,8/24/23,LOTION,17.99,35312,New Jersey,30-39,F,SHAMPOO
9640,6/24/23,FACEWASH,6.98,26149,Indiana,40-49,M,MILK
28358,8/16/23,FACEWASH,8.49,34081,Florida,20-29,F,CHIPS
27716,8/10/23,LOTION,13.99,33236,Florida,20-29,F,CHIPS
13190,4/8/23,FACEWASH,8.49,14569,New Jersey,30-39,F,BODY WASH
20186,6/5/23,FACEWASH,9.49,23265,Florida,20-29,F,CHIPS
22528,6/25/23,FACEWASH,8.49,26278,Indiana,40-49,F,MILK
24756,7/14/23,CREAM,27.96,29210,Florida,20-29,F,CHIPS
16924,6/1/23,LOTION,17.7,22726,Indiana,40-49,F,MILK
20729,6/9/23,LOTION,15.99,23949,Indiana,40-49,F,MILK
19929,6/2/23,CREAM,21.38,22934,Texas,40-49,F,PACKAGED FOODS
22846,6/27/23,CREAM,22.89,26685,Georgia,40-49,F,PACKAGED FOODS
30861,9/7/23,CREAM,34.2,37458,New Jersey,30-39,F,BODY WASH
7114,6/29/23,FACEWASH,8.49,26876,Florida,20-29,F,CHIPS
20965,6/11/23,LOTION,15.99,24244,Indiana,40-49,F,MILK
21355,6/14/23,CREAM,21.14,24736,Indiana,40-49,F,MILK
24498,7/12/23,LOTION,16.78,28879,Florida,20-29,F,CHIPS
22722,6/26/23,CREAM,24.38,26520,Indiana,40-49,F,MILK
27614,8/9/23,CREAM,25.39,33108,Florida,20-29,F,CHIPS
17054,9/13/23,CREAM,74.97,38351,New York,30-39,F,SHAMPOO
22435,6/24/23,LOTION,19.98,26164,Florida,20-29,F,CHIPS
9363,3/9/23,FACEWASH,15.5,10058,New Jersey,30-39,F,BODY WASH
22004,6/20/23,LOTION,16.38,25582,Georgia,40-49,F,PACKAGED FOODS
29687,8/28/23,FACEWASH,6.99,35892,Florida,20-29,M,CHIPS
28007,8/13/23,FACEWASH,9.49,33619,Florida,20-29,F,CHIPS
20884,6/10/23,CREAM,21.14,24141,Georgia,40-49,F,PACKAGED FOODS
32072,9/18/23,LOTION,15.57,39097,Florida,20-29,F,CHIPS
15013,8/20/23,CREAM,24.38,34765,Florida,20-29,F,CHIPS
16374,9/3/23,FACEWASH,15.98,36752,Florida,20-29,F,CHIPS
27274,8/6/23,CREAM,37.14,32655,Florida,20-29,F,CHIPS
25153,7/18/23,LOTION,19.96,29763,Florida,20-29,F,CHIPS
19845,6/2/23,FACEWASH,8.49,22829,Indiana,40-49,F,MILK
32169,9/19/23,LOTION,15.99,39236,Florida,20-29,F,CHIPS
27635,8/9/23,CREAM,23.39,33134,Florida,20-29,F,CHIPS
198,5/12/23,LOTION,28.77,19704,New Jersey,30-39,F,TEETH WHITENING
20342,6/6/23,LOTION,23.94,23457,New Jersey,30-39,F,SHAMPOO
4349,6/11/23,FACEWASH,23.96,24152,Florida,20-29,F,CHIPS
32677,9/24/23,FACEWASH,8.49,39936,New Jersey,30-39,F,BODY WASH
20452,6/7/23,FACEWASH,6.99,23597,Georgia,40-49,F,MILK
7116,2/20/23,FACEWASH,8.49,7536,Indiana,40-49,F,MILK
338,5/25/23,FACEWASH,8.09,21629,New Jersey,30-39,F,BODY WASH
22217,6/22/23,LOTION,19.09,25876,Florida,20-29,F,CHIPS
28333,8/15/23,CREAM,21.14,34049,Florida,20-29,F,CHIPS
26750,8/1/23,CREAM,22.16,31933,Florida,20-29,F,CHIPS
11479,9/4/23,LOTION,16.03,36995,Florida,20-29,F,CHIPS
21668,6/17/23,LOTION,15.59,25146,Texas,40-49,F,PACKAGED FOODS
999,1/7/23,CREAM,27.27,1018,Florida,20-29,F,CHIPS
6658,6/21/23,CREAM,21.38,25787,Georgia,40-49,F,PACKAGED FOODS
26291,7/28/23,CREAM,21.58,31328,Florida,20-29,F,CHIPS
33401,9/30/23,CREAM,21.38,40928,Florida,20-29,F,CHIPS
19342,7/18/23,LOTION,17.9,29784,Florida,20-29,F,CHIPS
2612,7/28/23,CREAM,25.39,31313,Florida,20-29,F,CHIPS
23238,7/1/23,LOTION,19.98,27212,Florida,20-29,F,CHIPS
29691,8/28/23,FACEWASH,6.89,35897,Florida,20-29,M,CHIPS
30807,9/7/23,FACEWASH,7.49,37393,Florida,20-29,F,CHIPS
22199,6/22/23,FACEWASH,6.68,25850,Indiana,40-49,M,MILK
20113,6/4/23,LOTION,17.9,23173,Indiana,40-49,F,MILK
25099,9/29/23,CREAM,22.99,40765,Florida,20-29,F,CHIPS
31221,9/10/23,CREAM,24.87,37932,New Jersey,30-39,F,CONDITIONER
13213,7/26/23,LOTION,21.6,30957,New Jersey,30-39,F,CONDITIONER
16858,8/16/23,LOTION,17.69,34119,Florida,20-29,F,CHIPS
20996,6/11/23,CREAM,21.38,24281,Georgia,40-49,F,PACKAGED FOODS
25913,7/25/23,LOTION,18.7,30812,Florida,20-29,F,CHIPS
19846,6/2/23,FACEWASH,8.49,22830,Indiana,40-49,F,MILK
17862,7/10/23,LOTION,15.99,28599,Georgia,40-49,F,FROZEN MEAL
32597,9/23/23,LOTION,15.99,39834,Florida,20-29,F,CHIPS
13389,9/9/23,CREAM,28.76,37759,New Jersey,30-39,F,SHAMPOO
29197,8/23/23,CREAM,23.98,35218,New Jersey,30-39,F,BODY WASH
30639,9/5/23,CREAM,99.96,37151,New Jersey,30-39,F,BODY WASH
24369,7/11/23,LOTION,17.29,28719,Indiana,40-49,F,MILK
26013,7/26/23,FACEWASH,6.99,30949,Florida,20-29,M,CHIPS
29425,8/25/23,CREAM,21.59,35530,Florida,20-29,F,CHIPS
31387,9/12/23,LOTION,17.7,38176,New Jersey,30-39,F,BODY WASH
8607,5/21/23,CREAM,27.56,21116,Florida,20-29,F,CHIPS
14058,8/19/23,FACEWASH,8.49,34524,Florida,20-29,F,CHIPS
21784,6/18/23,LOTION,16.69,25297,Indiana,40-49,F,MILK
19728,6/1/23,FACEWASH,8.99,22669,Florida,20-29,F,CHIPS
23740,7/5/23,CREAM,71.64,27855,California,20-29,F,FEMALE HYGIENE
21428,6/15/23,LOTION,17.7,24828,Indiana,40-49,F,MILK
17003,6/13/23,FACEWASH,7.76,24488,Indiana,40-49,F,MILK
7611,9/14/23,CREAM,24.99,38516,New Jersey,30-39,F,BODY WASH
20573,6/8/23,LOTION,21.98,23758,Florida,20-29,F,CHIPS
32942,9/26/23,CREAM,29.91,40310,New Jersey,30-39,F,BODY WASH
7228,8/12/23,FACEWASH,10.39,33459,New Jersey,30-39,F,BODY WASH
4942,8/27/23,FACEWASH,8.49,35728,Florida,20-29,F,CHIPS
21054,6/12/23,LOTION,19.98,24359,Florida,20-29,F,CHIPS
29948,8/30/23,LOTION,15.99,36248,Florida,20-29,F,CHIPS
23199,8/18/23,FACEWASH,7.49,34392,New Jersey,30-39,F,BODY WASH
30223,9/1/23,CREAM,23.39,36593,New Jersey,30-39,F,CONDITIONER
12021,7/10/23,CREAM,47.96,28602,California,20-29,F,FEMALE HYGIENE
25453,7/21/23,FACEWASH,7.97,30185,Florida,20-29,F,CHIPS
20135,6/4/23,LOTION,15.99,23197,Indiana,40-49,F,PACKAGED FOODS
22239,6/22/23,CREAM,49.9,25903,California,20-29,F,FEMALE HYGIENE
29725,8/28/23,LOTION,15.99,35940,Florida,20-29,F,CHIPS
28338,8/16/23,FACEWASH,10.39,34055,Florida,20-29,F,CHIPS
108,7/22/23,CREAM,45.98,30402,New Jersey,30-39,F,BODY WASH
5915,4/7/23,LOTION,17.98,14461,New Jersey,30-39,F,BODY WASH
31555,9/13/23,CREAM,24.87,38388,New Jersey,30-39,F,CONDITIONER
5549,5/16/23,CREAM,22.79,20371,Florida,20-29,F,CHIPS
30252,9/2/23,FACEWASH,7.75,36645,Florida,20-29,F,CHIPS
3216,7/26/23,FACEWASH,9.49,30916,Florida,20-29,F,CHIPS
7506,2/23/23,FACEWASH,10.19,7959,New Jersey,30-39,F,BODY WASH
2558,9/11/23,LOTION,23.98,38006,New Jersey,30-39,F,BODY WASH
8179,7/22/23,FACEWASH,17.72,30302,Florida,20-29,F,CHIPS
26570,7/31/23,LOTION,20.67,31701,Florida,20-29,F,CHIPS
21062,6/12/23,LOTION,18.18,24369,Florida,20-29,F,CHIPS
21181,6/13/23,LOTION,16.62,24531,Indiana,40-49,F,MILK
14264,4/16/23,CREAM,25.37,15884,Florida,20-29,F,CHIPS
14287,5/27/23,FACEWASH,8.49,21916,Florida,20-29,F,CHIPS
23004,6/29/23,FACEWASH,7.09,26895,Georgia,40-49,F,MILK
14643,4/19/23,CREAM,26.77,16336,Texas,40-49,F,FROZEN MEAL
21782,6/18/23,LOTION,16.99,25295,Indiana,40-49,F,MILK
27603,8/9/23,LOTION,15.98,33091,Florida,20-29,F,CHIPS
26301,7/28/23,CREAM,21.14,31338,Florida,20-29,F,CHIPS
27386,8/7/23,CREAM,39.96,32806,Florida,20-29,F,CHIPS
12281,3/31/23,CREAM,26.49,13467,Florida,20-29,F,CHIPS
6433,6/9/23,FACEWASH,11.38,23856,Florida,20-29,F,CHIPS
26894,9/11/23,FACEWASH,7.55,38000,Florida,20-29,F,CHIPS
20373,6/6/23,LOTION,15.98,23493,Indiana,40-49,F,PACKAGED FOODS
12016,7/16/23,CREAM,27.34,29510,Indiana,40-49,F,MILK
198,2/28/23,LOTION,35.94,8751,New Jersey,30-39,F,CONDITIONER
20764,6/9/23,CREAM,21.14,23990,Georgia,40-49,F,PACKAGED FOODS
22782,6/27/23,LOTION,40.45,26603,California,20-29,F,DISH SOAP
24199,7/9/23,CREAM,22.47,28481,Indiana,40-49,F,PACKAGED FOODS
20168,6/4/23,CREAM,21.14,23239,Indiana,40-49,F,PACKAGED FOODS
7651,9/1/23,FACEWASH,8.49,36470,Florida,20-29,F,CHIPS
23361,7/2/23,LOTION,17.69,27373,Florida,20-29,F,CHIPS
33230,9/29/23,LOTION,19.89,40716,New Jersey,30-39,F,BODY WASH
29019,8/22/23,FACEWASH,7.59,34992,Florida,20-29,F,CHIPS
20304,6/5/23,CREAM,21.14,23398,Texas,40-49,F,PACKAGED FOODS
28021,8/13/23,FACEWASH,7.99,33640,Florida,20-29,F,CHIPS
4474,6/21/23,FACEWASH,19.98,25652,Florida,20-29,F,CHIPS
26721,8/1/23,LOTION,14.99,31896,Florida,20-29,F,CHIPS
20645,6/8/23,CREAM,21.14,23840,Georgia,40-49,F,PACKAGED FOODS
32902,9/26/23,LOTION,17.99,40260,New Jersey,30-39,F,CONDITIONER
12463,7/14/23,LOTION,13.99,29193,New Jersey,30-39,F,BODY WASH
33067,9/27/23,CREAM,22.77,40487,Florida,20-29,F,CHIPS
30402,9/3/23,LOTION,15.99,36839,Florida,20-29,F,CHIPS
26796,8/2/23,LOTION,20.98,32004,Florida,20-29,F,CHIPS
198,6/18/23,LOTION,34.74,25254,New Jersey,30-39,F,CONDITIONER
19779,6/1/23,LOTION,16.39,22737,Georgia,40-49,F,PACKAGED FOODS
16821,5/7/23,LOTION,15.29,18993,Florida,20-29,F,CHIPS
11258,8/6/23,CREAM,50.76,32651,Florida,20-29,F,CHIPS
21659,6/17/23,LOTION,17.1,25135,Indiana,40-49,F,MILK
22521,6/25/23,FACEWASH,9.29,26269,Florida,20-29,F,CHIPS
24272,7/10/23,LOTION,17.1,28588,Indiana,40-49,F,MILK
29290,8/24/23,LOTION,14.99,35342,Florida,20-29,F,CHIPS
25600,7/22/23,LOTION,15.99,30377,Florida,20-29,F,CHIPS
23532,7/3/23,CREAM,21.16,27594,Indiana,40-49,F,PACKAGED FOODS
19478,5/30/23,FACEWASH,12.78,22354,New Jersey,30-39,F,BODY WASH
26277,7/28/23,CREAM,26.99,31311,Florida,20-29,F,CHIPS
20702,6/9/23,LOTION,18.38,23919,Florida,20-29,F,CHIPS
31041,9/9/23,FACEWASH,7.99,37691,New Jersey,30-39,F,BODY WASH
20255,7/9/23,LOTION,17.98,28431,Florida,20-29,F,CHIPS
26262,7/28/23,LOTION,15.98,31289,Florida,20-29,F,CHIPS
32570,9/23/23,FACEWASH,7.99,39795,New Jersey,30-39,F,BODY WASH
22830,8/16/23,CREAM,21.57,34189,Florida,20-29,F,CHIPS
31042,9/9/23,FACEWASH,7.79,37692,Florida,20-29,F,CHIPS
2769,1/19/23,CREAM,22.99,2850,Florida,20-29,F,CHIPS
7796,5/14/23,FACEWASH,7.99,19990,Florida,20-29,F,CHIPS
3948,7/20/23,FACEWASH,8.49,30019,Indiana,40-49,F,MILK
14146,8/19/23,CREAM,22.89,34634,Florida,20-29,F,CHIPS
19236,5/28/23,FACEWASH,9.49,22060,Florida,20-29,F,CHIPS
1209,2/9/23,FACEWASH,8.49,5880,Florida,20-29,F,CHIPS
15367,4/25/23,CREAM,28.76,17219,Florida,20-29,F,CHIPS
27570,8/9/23,FACEWASH,6.99,33050,Florida,20-29,M,CHIPS
15685,4/28/23,LOTION,19.5,17608,Florida,20-29,F,CHIPS
30275,9/2/23,LOTION,15.99,36679,Florida,20-29,F,CHIPS
2989,1/21/23,LOTION,15.44,3082,Florida,20-29,F,CHIPS
32950,9/26/23,CREAM,24.87,40318,New Jersey,30-39,F,CONDITIONER
26383,7/29/23,LOTION,15.98,31445,Florida,20-29,F,CHIPS
10957,8/5/23,FACEWASH,7.99,32443,Indiana,40-49,F,MILK
23163,6/30/23,CREAM,47.34,27106,New York,30-39,F,CONDITIONER
9481,3/9/23,CREAM,23.0,10189,New Jersey,30-39,F,BODY WASH
31837,9/20/23,LOTION,16.99,39382,Florida,20-29,F,CHIPS
2086,6/19/23,LOTION,18.99,25415,Florida,20-29,F,CHIPS
16207,5/2/23,CREAM,51.16,18253,Indiana,40-49,F,MILK
25502,7/21/23,LOTION,14.89,30242,Florida,20-29,F,CHIPS
31881,9/16/23,CREAM,23.39,38835,New Jersey,30-39,F,SHAMPOO
22708,6/26/23,CREAM,37.98,26504,Florida,20-29,F,DISH SOAP
2380,1/17/23,FACEWASH,7.89,2439,Florida,20-29,F,CHIPS
3382,9/8/23,FACEWASH,7.75,37539,Florida,20-29,F,CHIPS
22525,6/25/23,FACEWASH,8.94,26274,Florida,20-29,F,CHIPS
24240,7/10/23,FACEWASH,7.29,28546,Texas,40-49,F,MILK
31250,9/11/23,FACEWASH,8.99,37974,New Jersey,30-39,F,BODY WASH
8272,8/24/23,CREAM,21.59,35382,Florida,20-29,F,CHIPS
31979,9/17/23,CREAM,27.98,38966,New Jersey,30-39,F,BODY WASH
32528,9/22/23,CREAM,23.39,39728,New Jersey,30-39,F,CONDITIONER
27415,8/7/23,CREAM,23.39,32843,Florida,20-29,F,CHIPS
25301,7/19/23,CREAM,24.76,29964,Florida,20-29,F,CHIPS
26710,8/1/23,LOTION,15.99,31884,Florida,20-29,F,CHIPS
32399,9/21/23,LOTION,14.62,39550,Florida,20-29,F,CHIPS
15197,9/11/23,LOTION,13.99,38049,Florida,20-29,F,CHIPS
10035,7/21/23,FACEWASH,7.99,30180,Indiana,40-49,F,MILK
28674,8/18/23,CREAM,21.14,34496,Florida,20-29,F,CHIPS
32294,9/20/23,CREAM,30.98,39406,New Jersey,30-39,F,BODY WASH
22058,6/21/23,FACEWASH,18.98,25653,Florida,20-29,F,CHIPS
23897,7/7/23,FACEWASH,9.49,28062,Florida,20-29,F,CHIPS
726,7/25/23,LOTION,20.29,30806,Florida,20-29,F,CHIPS
12704,4/4/23,FACEWASH,9.49,13966,Florida,20-29,F,CHIPS
8574,8/12/23,FACEWASH,8.49,33474,Florida,20-29,F,CHIPS
25968,7/25/23,CREAM,21.14,30887,Florida,20-29,F,CHIPS
14819,4/21/23,LOTION,41.58,16552,California,20-29,F,CLEANERS
8844,9/25/23,FACEWASH,10.24,40061,New Jersey,30-39,F,BODY WASH
24740,7/14/23,LOTION,13.99,29191,Florida,20-29,F,CHIPS
422,1/3/23,CREAM,22.99,426,Florida,20-29,F,CHIPS
3787,1/27/23,FACEWASH,9.09,3913,New Jersey,30-39,F,BODY WASH
26360,9/12/23,LOTION,19.18,38163,New Jersey,30-39,F,CONDITIONER
21918,9/26/23,CREAM,24.87,40331,Florida,20-29,F,CHIPS
30794,9/7/23,FACEWASH,8.49,37369,New Jersey,30-39,F,BODY WASH
24273,8/2/23,LOTION,17.1,32022,Florida,20-29,F,CHIPS
28675,8/18/23,CREAM,21.14,34497,Florida,20-29,F,CHIPS
21237,6/13/23,CREAM,21.14,24593,Indiana,40-49,F,MILK
6009,2/12/23,FACEWASH,13.23,6308,Indiana,40-49,F,MILK
24632,7/13/23,LOTION,13.99,29050,Florida,20-29,F,CHIPS
13262,4/8/23,CREAM,39.76,14658,New York,30-39,F,CONDITIONER
1650,5/2/23,FACEWASH,8.49,18173,New Jersey,30-39,F,BODY WASH
3790,5/20/23,FACEWASH,8.49,20885,New Jersey,30-39,F,BODY WASH
11829,7/30/23,LOTION,21.98,31559,Indiana,40-49,F,MILK
3530,6/28/23,FACEWASH,7.99,26734,Georgia,40-49,F,MILK
25386,7/20/23,LOTION,15.99,30087,Florida,20-29,F,CHIPS
31817,9/16/23,LOTION,23.58,38759,New Jersey,30-39,F,BODY WASH
29783,8/29/23,FACEWASH,9.49,36018,New Jersey,30-39,F,BODY WASH
3538,2/9/23,LOTION,19.09,5934,New Jersey,30-39,F,CONDITIONER
8265,6/9/23,CREAM,21.57,23981,Texas,40-49,F,PACKAGED FOODS
16465,8/10/23,CREAM,24.38,33284,Florida,20-29,F,CHIPS
28123,8/14/23,FACEWASH,7.59,33799,Florida,20-29,F,CHIPS
19886,6/2/23,LOTION,16.09,22883,Indiana,40-49,F,PACKAGED FOODS
33332,9/30/23,FACEWASH,7.29,40845,Florida,20-29,F,CHIPS
15986,6/23/23,CREAM,24.74,26081,Indiana,40-49,F,MILK
24584,7/13/23,FACEWASH,6.95,28990,Indiana,40-49,M,MILK
2480,7/21/23,CREAM,25.39,30265,Florida,20-29,F,CHIPS
20108,6/4/23,LOTION,18.98,23168,Florida,20-29,F,CHIPS
28720,8/19/23,LOTION,18.7,34570,Florida,20-29,F,CHIPS
21315,6/14/23,LOTION,14.99,24688,Indiana,40-49,F,PACKAGED FOODS
17704,5/15/23,FACEWASH,8.49,20129,Indiana,40-49,F,MILK
3372,6/14/23,FACEWASH,8.15,24628,Florida,20-29,F,CHIPS
21552,6/16/23,LOTION,15.99,24985,Texas,40-49,F,MILK
5966,2/11/23,CREAM,30.57,6259,Indiana,30-39,F,MILK
26437,7/30/23,FACEWASH,8.49,31523,Florida,20-29,F,CHIPS
32057,9/18/23,LOTION,16.38,39080,Florida,20-29,F,CHIPS
475,8/2/23,CREAM,23.97,32079,Florida,20-29,F,CHIPS
